Info     | 2025-12-30 23:56:26 |  | "**************Software Version: 3.1*****************" 

Debug    | 2025-12-30 23:56:26 |  | database connect success!
Debug    | 2025-12-30 23:56:26 |  | "中控测试" 

Debug    | 2025-12-30 23:56:32 |  | "中控测试" 

Debug    | 2025-12-30 23:56:33 |  | 端口打开成功 

Debug    | 2025-12-30 23:56:44 |  | "**************index: 0 SN: 2010007005R615GD005900001*****************" 

Debug    | 2025-12-30 23:56:44 |  | 0  :test线程启动 

Debug    | 2025-12-30 23:56:44 |  | "中控测试" 

Debug    | 2025-12-30 23:56:44 |  | 中控测试启动 

Debug    | 2025-12-30 23:56:44 |  | CCB_STEP_START 

Debug    | 2025-12-30 23:56:47 |  | "开始中控测试" 

Debug    | 2025-12-30 23:56:47 |  | CCB_STEP_MODE_SET 

Debug    | 2025-12-30 23:56:47 |  | CCB_STEP_VER_GET 

Debug    | 2025-12-30 23:56:47 |  | CCB_STEP_PARAMS_SET 

Debug    | 2025-12-30 23:56:47 |  | "正在进行参数配置" 

Debug    | 2025-12-30 23:56:47 |  | 产品: 5 电池: 0 电池: 0 音量: 30 低挡速度: 30 中挡速度 60 高挡速度 80 倒挡速度 20 

Debug    | 2025-12-30 23:56:47 |  | CCB_STEP_ADC_SET 

Debug    | 2025-12-30 23:56:47 |  | "正在进行ADC校准" 

Debug    | 2025-12-30 23:56:47 |  | "请等待ADC校准" 

Debug    | 2025-12-30 23:56:48 |  | CCB_STEP_ADC_GET 

Debug    | 2025-12-30 23:56:48 |  | ADC电压: 3.298 V 

Debug    | 2025-12-30 23:56:48 |  | CCB_STEP_DATA_SET 

Debug    | 2025-12-30 23:56:48 |  | "请依次确认大灯、喇叭是否正常" 

Debug    | 2025-12-30 23:56:48 |  | CCB_STEP_CHK_WAIT 

Debug    | 2025-12-30 23:56:48 |  | CCB_STEP_CHK_WAIT 

Debug    | 2025-12-30 23:56:48 |  | CCB_STEP_CHK_WAIT 

